,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
353,Diaphanous Dreamcoats,Silver Maple,Diaphanous Dreamcoat,10,136336,2016-06-09,3,0.112,0.063,2,-22.284,1,0.0336,0.935,0.325,0.0905,0.0541,73.647,4,world
354,Before I Disappear,Aaron Flemming,Before I Disappear,56,109573,2017-05-04,1,0.597,0.0225,9,-13.655,1,0.0621,0.975,0.896,0.104,0.283,87.691,4,world
355,When Marnie Was There - Fine on the Outside,Vitamin String Quartet,The World of Studio Ghibli,31,244000,2017-12-01,10,0.296,0.162,9,-12.135,1,0.0339,0.53,0.013,0.106,0.289,152.942,3,world
356,Thought of You,Daniel Jang,Thought of You,42,222069,2017-11-30,1,0.132,0.329,7,-7.368,1,0.0405,0.869,0.0316,0.0921,0.12,211.66,4,world
357,La Tour,Samuel Lindon,La tour,67,134000,2017-05-11,1,0.573,0.0198,3,-25.76,0,0.0449,0.993,0.941,0.112,0.284,61.978,3,world
358,Interlude For Piano,Peter Bradley Adams,Between Us,21,115546,2011-06-14,5,0.218,0.00993,2,-28.235,1,0.0424,0.973,0.922,0.0602,0.153,68.65,5,world
359,Don't Stop Believin',Dallas String Quartet,Red,45,186320,2011-12-15,7,0.671,0.551,4,-4.416,1,0.0311,0.47,0.0491,0.0991,0.943,126.042,4,world
360,Sunshine - Acoustic Version,Flavia Coelho,Bossa Muffin (Deluxe Edition),44,203920,2010,3,0.804,0.54,1,-7.788,1,0.0558,0.466,0.000549,0.348,0.902,164.963,4,world
361,Rebana Ba LeSotho,Aura Msimang,Itshe,31,342800,2000-06-13,1,0.749,0.674,0,-9.29,1,0.0465,0.286,0.000403,0.106,0.78,111.489,4,world
362,Listen to the Breeze,Chiwoniso,Rebel Woman,1,228866,2008-09-02,6,0.688,0.711,9,-9.593,1,0.0385,0.417,0.0303,0.137,0.735,97.902,4,world
363,Shimbalaiê,Maria Gadú,Maria Gadú,56,196906,2009-07-20,4,0.743,0.485,0,-9.604,1,0.0452,0.821,0.0,0.0817,0.512,101.975,4,world
364,Cima vento,Mo'Kalamity and the Wizards,Freedom Of The Soul,1,260240,2013-10-14,8,0.776,0.727,9,-6.919,0,0.0858,0.0916,2.87e-05,0.117,0.645,82.013,4,world
365,Makoun Oumou,Fatoumata Diawara,Fatou,1,276213,2011-09-19,5,0.713,0.452,10,-9.714,0,0.03,0.444,0.000307,0.118,0.472,114.003,4,world
